SEASON,CLUE VALUE,CLUE CATEGORY,QUESTION,OUR MODEL_ANSWER,REAL ANSWER,CORRECT,CONTEXT USED
34,0,ANCIENT HISTORY,Battles at Trebbia & Trasimene were among the victories of this man who was born in Africa & died near the Black Sea,Hannibal,Hannibal,True,"Battle of Lake Trasimene . The Battle of Lake Trasimene (24 June 217 BC, April on the Julian calendar) was a major battle in the Second Punic War. The Carthaginians under Hannibal defeated the Romans under the consul Gaius Flaminius. Hannibal’s victory over the Roman army at Lake Trasimene remains, in terms of the number of men involved, the largest ambush in military history. In the prelude to the battle, Hannibal also achieved the earliest known example of a strategic turning movement."
34,200,U.S. BUILDINGS,Towers in this Las Vegas casino include Octavius & Forum,Indigo Tower,Caesars Palace,False,"Bally's Las Vegas . Bally's Las Vegas (formerly MGM Grand Hotel and Casino) is a hotel and casino on the Las Vegas Strip in Paradise, Nevada. It is owned and operated by Caesars Entertainment Corporation. The hotel features 2,814 extra-sized guestrooms that are or larger and over of banquet and meeting space. The casino occupies . About 75% of the rooms are in the Indigo Tower, and were renovated in 2004. The remaining rooms are located in the Jubilee Tower, constructed in 1981."
34,400,U.S. BUILDINGS,Cue the choir! In 2007 this Salt Lake City building reopened after a 2-year renovation,The building was reopened in March 2007,the Mormon Tabernacle,False,"Salt Lake Tabernacle . The Tabernacle was closed from January 2005 to March 2007 for seismic retrofitting and extensive renovations. The baptistry, which was located in the lower portion at the rear of the Tabernacle, was removed as part of the renovation. New gold leafing was applied to the visible organ pipes, the ceiling was repaired and repainted, new dressing rooms and a music library for choir members were created, three recording studios built underneath the main floor, the rostrum was remodeled to accommodate a secondary seating arrangement or a stage for performances, and all plumbing was replaced. The building was reopened in March 2007, and rededicated for use on March 31, 2007. An opening gala concert with the Tabernacle Choir was held on April 6–7, 2007."
34,600,U.S. BUILDINGS,A sculpture in this New York City building depicts its founder holding one of the nickels used to create his five-and-dime empire,,Woolworth (Building),False,No Context
34,800,U.S. BUILDINGS,In 1742 a gilded grasshopper weathervane was placed atop this Boston hall; it's been there since,"Faneuil Hall,",Faneuil Hall,True,"Shem Drowne . Deacon Shem Drowne (December 4, 1683 – January 13, 1774) was a colonial coppersmith and tinplate worker in Boston, Massachusetts and was America's first documented weathervane maker. He is most famous for the grasshopper weathervane atop of Faneuil Hall, well known as a symbol of Boston."
34,1000,U.S. BUILDINGS,The 400-year-old Palace of the Governors in this SW capital city now serves as the state's history museum,Padmanabhapuram Palace . The southern palace is as old as the ‘Thai kottaram’,Santa Fe,False,"Padmanabhapuram Palace . The southern palace is as old as the ‘Thai kottaram’ (Mother's palace), which would make it about 400 years old. Now, it serves as a heritage museum, exhibiting antique household articles and curios. Collections of items give an insight into the social and cultural ethos of that period."
34,200,CLAM UP,"Take that, oysters! One of the largest of these is a 75-pound specimen extracted from a giant clam",14 lb,a pearl,False,"Pearl . The second largest pearl known was found in the Philippines in 1934 and is known as the ""Pearl of Lao Tzu"". It is a naturally occurring, non-nacreous, calcareous concretion (pearl) from a giant clam. Because it did not grow in a pearl oyster it is not pearly; instead the surface is glossy like porcelain. Other pearls from giant clams are known to exist, but this is a particularly large one weighing 14 lb (6.4 kg)."
34,400,CLAM UP,This term for organisms like clams means they're made of 2 shells,bivalves,bivalves,True,"Seashell . The word ""seashell"" is often used to mean only the shell of a marine mollusk. Marine mollusk shells that are familiar to beachcombers and thus most likely to be called ""seashells"" are the shells of marine species of bivalves (or clams), gastropods (or snails), scaphopods (or tusk shells), polyplacophorans (or chitons), and cephalopods (such as nautilus and spirula). These shells are very often the most commonly encountered, both in the wild, and for sale as decorative objects."
34,600,CLAM UP,"This soft-shell clam named for 1 way it's cooked is pronounced in New England to rhyme with ""Lima\""","""Steamers""",a steamer clam,False,"Soft-shell clam . Soft-shell clams can be eaten steamed, fried, or in clam chowder. ""Steamers"" (steamed soft-shell clams) are an integral part of the New England clam bake, where they are served steamed whole in the shell, then pulled from the shell at the table, the neck skin is removed and then while holding the clam by the neck it is dipped, first in the clam broth in which they were cooked, to rinse away remaining sand, and then very briefly in melted butter."
34,800,CLAM UP,"To grow their protective outer shells, clams secrete this compound, CaCO3",,calcium carbonate,False,No Context
34,1000,CLAM UP,"The tide exposes clam-digging areas called these, a 5-letter plural; Essex, Massachusetts has a hotline devoted to them",New England clam bakes.,flats,False,"Woodman's of Essex . Woodman’s of Essex is a seafood restaurant in Essex, Massachusetts (approximately north of Boston). A local favorite, it is also known internationally for its fried clams and New England clam bakes. Woodman’s has been a family business since its founding in 1914, and is a large employer in the area with over 200 staff during the summer months."
34,200,3 OF A KIND,"This animated character's nephews are Huey, Dewey & Louie",Donald Duck,Donald Duck,True,"Huey, Dewey, and Louie . Huey, Dewey, and Louie Duck are triplet cartoon characters created in 1937 by writer Ted Osborne and cartoonist Al Taliaferro, and are owned by The Walt Disney Company. Huey, Dewey, and Louie are the nephews of Donald Duck and the grandnephews of Scrooge McDuck. Like their uncles, the boys are anthropomorphic white ducks with yellow-orange bills and feet. They typically wear shirts and colorful baseball caps, which are sometimes used to differentiate each character. Huey, Dewey and Louie have made several animated appearances in both films and television, but comics remain their primary medium. The trio are collectively the 11th most published comic book characters in the world, and outside of the superhero genre, second only to Donald."
34,400,3 OF A KIND,"I've got to hand it to you, these are the 3 choices when playing roshambo","I've got the ball in my hands every play, and it's my show","rock, paper, scissors",False,"Devin Gardner . In an interview with ESPN in the fall of 2009, Gardner described his passion for the quarterback position: ""With me, you better prepare for everything you think could happen because anything can happen when I've got the ball in my hands. I've got the ball in my hands every play, and it's my show."""
34,600,3 OF A KIND,"Replicas of these 3 ships were built to promote Expo '92 in Seville, Spain",Cierva C.6,"the Niña, the Pinta and the Santa Maria",False,"Cierva C.6 . A replica of the Cierva C.6 was built to be shown in Murcia pavilion in Seville Expo '92 World's Fair. That replica can be now be seen in Museo del Aire (Spain), Cuatro Vientos, Madrid, Spain."
34,800,3 OF A KIND,"Classical music's ""Million Dollar Trio"" was Heifetz, Rubinstein &, on this instrument, Gregor Piatigorsky",RCA Victor,cello,False,"Gregor Piatigorsky . Piatigorsky participated in a chamber group with Arthur Rubinstein (piano), William Primrose (viola) and Jascha Heifetz (violin). Referred to in some circles as the ""Million Dollar Trio"", Rubinstein, Heifetz, and Piatigorsky made several recordings for RCA Victor."
34,1000,3 OF A KIND,"The big 3 of ancient Greek gods were Zeus, Poseidon & this brother of theirs",Cronus and Rhea,Hades,False,"Ancient Greece . Greek mythology consists of stories belonging to the ancient Greeks concerning their gods and heroes, the nature of the world and the origins and significance of their religious practices. The main Greek gods were the twelve Olympians, Zeus, his wife Hera, Poseidon, Ares, Hermes, Hephaestus, Aphrodite, Athena, Apollo, Artemis, Demeter, and Dionysus. Other important deities included Hebe, Hades, Helios, Hestia, Persephone and Heracles. Zeus's parents were Cronus and Rhea who also were the parents of Poseidon, Hades, Hera, Hestia, and Demeter."
34,200,"\""LIKE"" A SONG",The Steve Miller Band soared with this Top 10 hit way back in 1977,late 1973,"\""Fly Like An Eagle\""",False,"Steve Miller Band discography . Originally called the Steve Miller Blues Band, the group first made its mark as a psychedelic blues rock band in San Francisco. They went through a fallow period commercially in the early seventies before coming back with the hit album ""The Joker"" and the song of the same name in late 1973, before releasing the band's two most successful studio albums in 1976 and 1977, ""Fly Like an Eagle"" and ""Book of Dreams"". In 1978, they released their biggest selling album in North America, ""Greatest Hits 1974–78"", which has been certified 13x multi-platinum in the United States and diamond in Canada. Although the 1981 release ""Circle of Love"" was less successful than the two preceding studio albums, the popularity of 1982's ""Abracadabra"", which included the worldwide hit single of the same name, more than made up for it. The band's studio releases became more infrequent at this point, with the biggest gap in albums being between 1993's ""Wide River"" and 2010's ""Bingo!""."
34,400,"\""LIKE"" A SONG",The Bangles instructed us all with this 1986 hit that was fit for a pharaoh,the sound is lively and shows more Bangles collaboration and fewer keyboard overdubs,"\""Walk Like An Egyptian\""",False,"All Over the Place (The Bangles album) . All Over the Place is the debut studio album by American pop rock band the Bangles. Released in 1984 through Columbia Records, the sound is lively and shows more Bangles collaboration and fewer keyboard overdubs than were used later on their more commercially successful albums. Although the album was not a major commercial success — peaking at #80 on the Billboard 200 albums chart — and didn’t produce a hit, it sold respectably, mostly through steady airplay on college stations. It also gave them the chance to perform as an opening act for Cyndi Lauper and Huey Lewis and the News and brought the group to the attention of Prince, who would write ""Manic Monday"", their first hit."
34,600,"\""LIKE"" A SONG",Nirvana reached the charts for the first time in 1991 with this grunge anthem,"""Nevermind""","\""Smells Like Teen Spirit\""",False,"Facelift (album) . ""Facelift"" was released on August 21, 1990, peaking at number 42 in the summer of 1991 on the ""Billboard"" 200 chart. It was the first album from the grunge movement to reach the top 50 in America on the ""Billboard"" 200, and the first to be certified gold by the Recording Industry Association of America on September 11, 1991, followed by Nirvana's ""Nevermind"" on November 27, 1991."
34,800,"\""LIKE"" A SONG",This Madonna parody operated well for Weird Al in 1985,,"\""Like A Surgeon\""",False,No Context
34,1000,"\""LIKE"" A SONG",The title of this 2011 single by Selena Gomez & The Scene mentions the kind of song it is,Who Says,"\""Love You Like A Love Song\""",False,"Who Says (Selena Gomez &amp; the Scene song) . ""Who Says"" is a song performed by American band Selena Gomez & the Scene. Priscilla Renea wrote the song with Emanuel Kiriakou, who produced the track. The song was released in March 2011, as the lead single from the band's third album, ""When the Sun Goes Down"" (2011). According to Gomez, the song was intended to inspire people, and fire back at the ""haters"", particularly those involved in cyberbullying. ""Who Says"" marks a distinct departure in sound for the band, as it has an acoustic and organic feel, compared to their dance-pop and club-oriented previous singles."
